1;здание умягченной вода
1;здание умягченной вода
1;здание вспомогательное
1;здание
1;здание бытовых помещений кирпичное
1;здание быт помещений
1;здание быт помещений
1;здание быт помещений
1;здание производственной части цеха
1;бытовые вспомогательные помещения склада каучуков
1;здание
1;электроподстанция
1;помещения бытовыеи вспомогательные
1;помещения бытовыеи вспомогат буфет
1;помещения бытовыеи вспомогательные
1;здание зарядн пункта
1;здание гаража
1;здание гаража
1;цех пристройка складу химикатов
1;цех отдельно стоящие здание
1;цех отдельно стоящие здание
1;цех отдельно стоящие здание
1;гараж для
1;пристройка насосной цеха
1;транспортная галлерея цеха
1;здание цеха
1;здание цеха
1;здание контрол пунк
1;здание механической мастерской
1;компрес отделение
1;компрес отделение
1;здание трансформ пристроена
1;здание распределительного пункта
1;здание распределительного пункта
1;здание главной пониз подст закр части
1;здание вохр
1;здание вохр
1;здание вохр
1;цех этажное пристройка цеху
1;цех этажное пристройка цеху итск
1;здание цеха производственная часть одноэтажное
1;здание подстанции отдельно
1;здание распределенного устройства
1;здание кип
1;здание грп
1;станция насосная автоматической устан пенного
1;подстанция
1;пристройка одноэтажная цеху
1;мастерская сварочная цеха
1;мастерская сварочная цеха
1;здание пристройки технол линии
1;сварочная мастерская цеха одноэтажное площадь
1;здание сварочной мастерской цеха
1;склад временного хранения экспортных контейнеров
1;здание бытовых помещений цех
1;здание бытовых помещений цех буфет аренду
1;здание бытовых помещений цех
1;здание бытовых помещений цех
1;здание склада спецодежды этажное бытовое
1;здание склада спецодежды этажное бытовое
1;здание склада спецодежды этажное бытовое
1;здание газспас станц площадью
1;здание газодымной
1;пристройка зданию цеха
1;пристройка зданию
1;пристройка склада южной стороны
1;здание подстанции пристройка
1;здание бункера для песка мехочистки промсток
1;здание склада окиси меди
1;здание насосной цех
1;ние холод цеха
1;ние холод цеха
1;ние холод цеха
1;установка наружная
1;установка наружная отд
1;здание насосной пенного пожаротушения
1;этажерка наружная
1;цех склад пристройкой
1;здание гаража легковых автомобилей
1;здание гаража легковых автомобилей
1;цех выделенее термоэластопластов
1;цех выделенее термоэластопластов
1;цех выделенее термоэластопластов
1;склад готовой продукции
1;склад готовой продукции
1;склад готовой продукции
1;склад готовой продукции
1;здание установки утилизации воздушных выбросов
1;здание одноэтажное операторной
1;корпус управления сетей водоснабжения канализа
1;здание химической чистки спецодежды
1;здание химической чистки спецодежды
1;здание химической чистки спецодежды
1;здание
1;промышленное здание цеха ректификации
1;промышленное здание цеха ректификации
1;цех подстанция
1;здание произ части цеха хранению
1;пристройка вспомог бытовых помещений
1;здание
1;механическии цех
1;механическии цех
1;здание бытовых помещений
1;здание этажное
1;здание этажное
1;здание этажное
1;здание этажное
1;здание этажное
1;здание этажное
1;здание этажное
1;здание этажное
1;здание производственной части для приготовления
1;заводская столовая
1;цех склад утиля тары
1;цех склад утиля тары
1;заводская столовая
1;заводская столовая
1;здание цеха выделения каучука
1;здание цеха выделения каучука
1;здание цеха выделения каучука
1;здание аккумулятор площадью
1;здание
1;здание цеха дивинил стирольного каучука
1;здание цеха дивинил стирольного каучука
1;цех
1;здание цеха компрес цех производства дивинил
1;здание цеха компрес цех производства дивинил
1;навес столовой
1;бойлерная столовая
1;камер для пищ отход
1;здание цеха склад жесткой тары контейнеров
1;здание цеха склад жесткой тары контейнеров
1;здание бытового корпуса архив
1;здание бытового корпуса
1;помещение расфосовки каучука
1;заводоуправление
1;заводоуправление
1;заводоуправление
1;заводоуправление
1;заводоуправление
1;склад металлический
1;здание конторы
1;здание конторы
1;здание цеха выделения сушки дивинил
1;здание цеха выделения сушки дивинил
1;здание цеха выделения сушки дивинил
1;здание цеха выделения сушки дивинил
1;здание цеха выделения сушки дивинил
1;здание цеха выделения сушки дивинил
1;часть производственная
1;часть производственная
1;пристройка бытовому корпусу
1;пристройка бытовому корпусу
1;подстанция встроена здание цеха
1;здание подстанции установленным
1;здание склада гсм площадью
1;цех склад химикатов
1;цех склад химикатов
1;здание цеха бытовые вспомогательные помещ
1;здание
1;цех склад химикатов
1;здание цеха
1;здание цеха пристройка
1;цех склад частей
1;установка наружная инв
1;этажерка наружная инв
1;убежище куб
1;убежище
1;сторожевые вышки
1;сторожевые вышки
1;здание гаража
1;вышка сторожевая деревянная
1;вышка сторожевая деревянная
1;вышка сторожевая деревянная
1;вышка сторожевая деревянная
1;вышка сторожевая деревянная
1;здание склада для хранения бумажных мешков
1;модуль хранения тмц
1;модуль хранения тмц
1;вышки сторожевые
1;наружная установка
1;навес под нагрузку катализатора цех
1;навес цеха
1;установка наружная колонны
1;галерея для транспортеров металлич
1;навес для хранения емк тиба
1;объект
1;объект защитно герметичный клапан
1;объект
1;заглубленный склад объект
1;бытовка контейнерного типа
1;гараж металлический
1;здание главная понизительная подстанция распределительное устройство
1;вышка сторожевая деревянная
4;кабинка курения
4;кабинка курения
4;кабинка курения
4;кабинка курения
4;кабинка курения
4;кабинка курения
1;кабина звукоизолирующая
1;кабина звукоизолирующая
1;кабина звукоизолирующая
1;кабина звукоизолирующая
4;перевод стрелочный пути
5;эстакада северной стороны
5;эстакада опоры опоры
5;эстакада цеха опоры инв
5;колодец кирпичный малого типа штук инв
4;канализация телефонная асбестоцементных труб
5;колодец кирпичный малого типа штук цеха
5;колодец кирпичный малого типа штук цеха
4;канализация телефонная асбестоцементных труб
5;колодец кирпичный малого типа штук автоматическая телефонная станция
4;канализация телефонная асбестоцементных труб
4;канализация телефонная асбестоцементных труб
4;канализация телефонная асбестоцементных труб
4;канализация телефонная асбестоцементных труб
4;канализация телефонная асбестовых труб хканал
5;эстакада опоры опоры ввод цех
5;эстакада между цехам осн
5;эстакада внутрицеховая северной стороны
5;эстакада опоры метал
5;эстакада опоры метал
5;цистерна тех
5;железобетонный навес под емкостями
5;емкость
5;пожарные колодцы
5;пожарные колодцы
5;пожарные колодцы
5;пожарные колодцы
5;пожарные колодцы
5;пожарные колодцы
5;площ печей дожига
5;автодор полощади цеху
5;автодорога площадке трубе цеха
4;путь рельсов
5;автодорога площадка восточной стороны
5;ктрпичный колодец малого типа штук автоматическая телефонная станция
5;стояк сливо наливной
5;стояк сливо наливной
5;стояк сливо наливной
4;путь железнодорожный главный
4;стрелочный перевод пути
4;путь железнодорожный главный приемо отправочный
5;железобетонный резервуар
5;автодорога цеха
6;градирня застр
4;градирня застр
5;автодорога цех
5;автодорога
5;автодорога цеха
5;дорога тротуара менделеева моста
5;дорога цеху
5;эстакада опоры опоры печь
5;резервуар пожарн
6;огражд периметр
5;прожекторная мачта территория
5;площадки металлические фронту подпорной
4;устройство погрузочно разгрузочного пути
5;эстакада пристройки
5;ограждение территории заводоуправления
4;линия электропередачи кабельная
5;здание установки мойки автотранспорта цех
5;здание тепловой пункт цех
5;здание тепловой пункт цех
4;стрелочный первод территории цеха
4;стрелочный первод территории цеха
4;стрелочный первод основная площадка
4;стрелочный первод основная площадка
4;стрелочный первод основная площадка
4;стрелочный первод основная площадка
4;стрелочный первод основная площадка
4;стрелочный первод основная площадка
4;стрелочный первод основная площадка
7;емкость тех
7;емкость тех
4;аварийная емкость сточных вод
4;камера подачи сточных вод флотаторы
4;биотенки
4;камера подачи воды доочистку
4;камера опорожнения биотенков
4;резервуар чистой технической воды
4;резервуар грязной технической воды
4;камера переключения отстойников
4;резервуар осадка
4;площадки иловые аварийные
4;площадка аварийная складирования сухого осадка
4;насосная станция дренажных вод
4;подстанция комплектно трансформаторная блочная ктп
4;подстанция комплектно трансформаторная блочная ктп
4;устройство распределительное блочное
4;распределительная чаша отстойников
4;перевод стрелочный
5;эстакада опоры цеха
6;ограждение лит
6;ограждение лит
6;ворота лит
6;ворота лит
6;ворота лит
6;ворота лит
5;подпорная стенка лит
5;подпорная стенка лит
8;замощение лит
8;замощение лит
5;фундамент под блок разделения
5;фундамент под входной воздушный фильтр
5;фундамент под входной воздушный фильтр
5;фундамент под систему водоподготовки охлаждения
5;фундамент под систему водоподготовки охлаждения
5;фундамент под буферную ёмкость
5;фундамент под буферную ёмкость
5;фундамент под испаритель сбросной
5;фундамент под испаритель для ёмкости низкого давл
5;фундамент под криогенную ёмкость низкого давления
5;фундамент под криогенную ёмкость низкого давления
5;фундамент под криогенную ёмкость низкого давления
5;фундамент под криогенную ёмкость низкого давления
5;фундамент под испаритель для ёмкости среднего давл
5;фундамент под криогенную ёмкость среднего давления
5;фундамент под блок арматуры нжа
5;фундамент под насос высокого давления
5;фундамент под насос высокого давления
5;фундамент под криогенную ёмкость высокого давления
5;фундамент под испаритель для ёмкости высокого давл
5;фундамент под испаритель продуктовый для ёмкости
5;фундамент под испаритель продуктовый для ёмкости
9;подстанция трансформаторная бктп
6;узел управления лит
5;участок доработки хранения отгрузки готов
5;участок выделения сушки упаковки
5;участок выделения сушки упаковки
5;емкостный парк растворителей
5;узел усреднения раствора полимера
5;узел полимеризации
5;насосная растворителей
5;узел приема разбавления катализатора нбл
5;участок подготовки растворителя
5;узел дегазации
6;внутрицеховые эстакады
5;эстакада опоры опоры цеха
5;всасывающая камера цеха
6;ворота механизированные проходной
5;эстакада опоры опоры
5;автодорога цеха
5;автодорога цеха ширина
5;автодорога цеха ширина
5;автодорога цеху
5;автодорога цеху ширина
5;эстакада опоры опоры
4;устройство распределительное подстанции
5;автодорога цеху перекрестка
5;автодорога подстанции
5;автодорога гнч проезда тротуара
5;автодорога цеха
5;автодорога цеха подъезд цеху южной стороны
5;автодорога цеха кольцевой дороги
5;автодорога между цехами насосной дорожки
5;автодорога цеха
5;автодорога цеха перекрестка
5;автодорога цехадк кольцевой дороги вос
5;автодорога цеха открытого склада
5;автодорога цеха восточной изападной
5;автодорога цеха площадка вокруг цеха
5;эстакада опоры опоры
5;эстакада опоры опоры
5;эстакада опоры опоры
5;эстакада опоры опоры
5;эстакада опоры опоры
5;эстакада опоры опоры
5;эстакада опоры опоры
5;колодец кирпич малого типа штук районе
5;ограждение производственной территории
5;ограждение производственной территории
4;градирня
4;градирня реконструкция
4;градирня
4;градирня
5;площадка цех
5;площадка цех
5;дорога цеха
5;автодорога цеха
5;автодорога между
5;автодорога между градирнями
5;вьезд насосной цеха
5;автодорога северной восточной стороны цеха
5;автодорога северной стороны площадка
5;автодорога площадка северной восточной
5;автодорога стороны цеха
5;автодорога площадка
5;автодорога северной стороны
5;автодорога южной стороны
5;автодорога цех северной стороны
5;автодорога проходной цеха
5;дорога проходной ростовской устрой
5;дорога проходной ростовской устрой
5;колодец кирпич малого типа штук цеху
5;колодец кирпич малого типа штук цеху
5;колодец кирпич малого типа штук цеху
5;колодец кирпич малого типа штук цеху
5;эстакада сливо наливная доведенная норм
5;металоконструкция
5;дорожка асфальтовая поддона
5;тротуар цех цеха
5;внутрицех дорога территории цеха
5;тротуар территории цеха
5;площадка внутри территории цеах
5;подьезная дорога цеху
5;автодорога цеха главная понизительная подстанция переезда
5;площадка цеха восточной стороны
5;дорогаот цеха цеха
5;дорога проходной цеха
5;дорога цеху площадка
5;площадка цех
5;колодец кирпич малого типа цеху
5;колодец кирпич малого типа штук цеха
4;канализация телефонная асбестоцементных труб
5;эстакада кабельн
5;эстакада кабельн
5;эстакада кабельн
4;градирня
4;градирня
4;градирня
5;эстакада опоры опоры завода
5;эстакада опоры опоры цеха
5;склад открыт
5;эстакада сливная
5;эстакада сливная
5;автодорога цеху
5;автодорога цеху
5;площадка монолитная открытого склада
5;эстакада кип
5;колодец кирпич среднего типа около цеха
5;колодец кирпич среднего типа коло цеха
4;градирня застр
4;градирня застр
4;градирня застр
5;автодор пешеходных
5;навес железобетонный под емкостями
4;здание насосной
5;цистерна тех
5;цистерна тех
5;цистерна тех
5;емкость тех
5;емкость шаровая
5;емкость шаровая
5;емкость шаровая
5;шаровая емкость
5;емкость шаров шаровой резервуар
5;емкость шаровая резервуар
5;шаров емкость
5;емкость шаровая
5;емкость шаровая
5;емкость шаров
5;емкость шаров
5;емкость шаров
5;емкость
5;емкость
5;емкость
5;емкость
5;емкость
5;емкость
5;емкость
5;емкость
5;резервуар
5;резервуар пожар
4;аэратор усреднитель
4;аэратор усреднитель
4;аэратор усреднитель
4;аэратор усреднитель камера усреднителей
5;емкость
5;осветлитель
5;резервуар подз
5;железоботонный резервуар
4;градирня
6;градирня
6;градирня
4;градирня
4;градирня
4;градирня
4;градирня
4;градирня
4;градирня
5;эстакада опоры опоры цеха
5;тротуар
4;путь железнодорожный ходовой
4;путь железнодорожный ходовой
4;перевод стрелочный пути
4;перевод стрелочный пути
4;путь железнодорожный маневровый
4;перевод стрелочный пути
4;путь железнодорожный маневровый
4;путь железнодорожный вагонным
4;путь железнодорожный складу стрелоч
4;путь железнодорожный весам
4;путь железнодорожный стрелочн
4;перевод стрелочный пути
4;перевод стрелочный пути
4;путь железнодорожный стрелочн
4;перевод стрелочный пути
4;путь железнодорожный путь стрелочн
4;перевод стрелочный пути
4;перевод стрелочный пути
4;путь железнодорожный путь складу
4;путь железнодорожный цеху депо
4;перевод стрелочный пути
4;перевод стрелочный пути
4;перевод стрелочный пути
4;перевод стрелочный пути
4;путь железнодор складам стрелочным
4;путь железнодор складу
4;перевод стрелочный пути
4;перевод стрелочный пути
4;путь железнодор путь цеху стрелочным
4;перевод стрелочный пути
4;путь железнодорожный цеху
4;путь железнодорожный цеху стрелочным
4;перевод стрелочный пути
4;путь железнодорожный складу стрелочн
4;съезд железнодорожный между стрелочнными переводам
4;перевод стрелочный съезду
4;перевод стрелочный съезду
4;перевод стрелочный съезду
4;перевод стрелочный пути
4;путь железнодорожный цеху
4;путь железнодорожный цеху стрелочным
4;перевод стрелочный пути
4;перевод стрелочный пути
4;путь железнодорожный цеху стрелочным
4;перевод стрелочный пути
4;путь железнодорожный маневровый стрелочным
4;перевод стрелочный пути
4;перевод стрелочный пути
4;путь железнодорожный цеху
4;путь железнодорожный цеху стрелочным
4;путь железнодорожный цеху стрелочным
4;перевод стрелочный пути
4;перевод стрелочный пути
4;путь железнодорожный цехам
4;перевод стрелочный пути
4;путь железнодорожный цеху стрелоч
4;перевод стрелочный пути
4;путь железнодорожный цеху стрелоч
4;путь железнодорожный цеху стрелоч
4;перевод стрелочный пути
4;перевод стрелочный пути
4;путь железнодорожный погрузо выгрузочный
4;путь железнодорожный цехам
4;перевод стрелочный пути
4;путь железнодорожный маневровый стрелочным
4;перевод стрелочный пути
4;путь железнодорожный цехам
4;перевод стрелочный пути
4;путь железнодорожный маневровый стрелоч
4;перевод стрелочный пути
4;путь железнодорожный цеху стрелочным
4;перевод стрелочный пути
4;съезд железнодорожный между стрелочными переводоми
4;перевод стрелочный съезду
4;путь железнодорожный весовой
4;путь железнодорожный весовой
4;путь железнодорожный весовой
4;путь железнодорожный сливной
4;путь железнодорожный сливной
4;путь железнодорожный
4;путь железнодорожный
4;стрелка примыкания марка шпалах
4;путь подъездной
4;стрелка примыкания марка новая
4;путь цеху старогодных рельс
5;пожарные колодцы
5;резервуар пожарный емкостью куб
5;площадка цеха для меттал контейнеров
5;площадка между цехами
5;площадка жду цехами цеха
5;подьезд дороги воротам цеха
5;подьезд дороги овощехранилищу
5;дорога переезда вдоль цеха
5;площадка около пожарного резервуара
5;площадка южной стороны цеха
5;дорога цеха цеха
5;площадка цехов
5;площадка печей должига северной ивосточной сто
5;дорога градирням цеха
5;резервуар пожарный емкостью куб
5;лафетная вышка
5;лафетная вышка
5;вышка лафетная
5;вышка лафетная
5;вышка лафетная
5;кабельная эстакада главная понизительная подстанция опоры
5;эстакада материалопроводов теплоснабжения
5;площадка асфальтированная
4;насосная станция оборотного водоснабжения цех
5;эстакада опоры опоры
5;эстакада опоры опоры протяж
5;эстакада опоры опоры протяж
5;эстакада опоры опоры протяж
5;эстакада опоры опоры протяж
5;эстакада опоры опоры протяж
5;эстакада опоры опоры протяж
5;эстакада опоры опоры протяж
5;эстакада опоры опоры протяж
5;эстакада опоры протяж
5;эстакада кип
5;эстакада кабельная
6;ограждение главная понизительная подстанция кирпич забор выс
4;эстакада для кабелей для энергоснабжения
5;автодорога
5;автодорога автодорога цеху
5;автодорога цеху
5;автодорога пожарным резервуарам
5;автодорога цеху
8;автодорога цеху
5;автодорога цеху
5;автодорога цеху
8;автодорога тротуар объекту
5;автодорога цеху
5;автодорога цеху
5;расширение автодороге впч
5;автодорога цеху
5;автодорога складу деревянных контейнеров
8;автодорога складу гсм впч
5;автодорога цеху
5;автодорога цеху площадкой
5;автодорога главная понизительная подстанция
5;автодорога центрального проезда проходной
1;площадка управления
5;автодорога поликлиники
